trader,tier,cluster,cluster_label,weight,dollar_allocation,sharpe,sortino,max_drawdown,win_rate,composite_score
0xa4def896580eb78603cb59167c87928cb52e657b,core,2,high_wr_erratic_pos_skew,0.012143116110234255,1214.3116110234255,2.5692875145708407,10.004613608062137,-0.2212929413878179,0.6595744680851063,0.6359813084112149
0xa5367338a7ed2e1387f762aa0fac9275b917690d,core,1,pos_skew,0.005305428648589437,530.5428648589437,3.7532271642256227,4.817915273671168,-0.19367581649586235,0.4883720930232558,0.6364485981308412
0xa7bb99a56c80276c95cbd231cc1f222c465755f9,satellite,1,pos_skew,0.005305428648589437,530.5428648589437,1.9458262524706729,2.31114372767245,-0.23204228850612219,0.550561797752809,0.4488317757009346
0xa88cd544cf98db0859ecd4bc9d5d997ac8185d6f,satellite,1,pos_skew,0.00014986522785620334,14.986522785620334,1.9969503515838516,3.6106457038618336,-0.2859521023925373,0.49122807017543857,0.447196261682243
0xab625f3216f1c209a1c069b29491c3009f258292,satellite,0,high_vol_pos_skew,0.00011765345031778951,11.765345031778951,1.6674012450657336,5.324928363793448,-0.3800107122362724,0.47752808988764045,0.52196261682243
0xac7476e14f768e3e67c195e79c2490dd20c70127,satellite,1,pos_skew,0.00021409318265171905,21.409318265171905,2.0657229249400366,3.0339790298329494,-0.21240884425779025,0.5406976744186046,0.530841121495327
0xb141e5281265988bc271244c29fe9b44c3f780e6,core,2,high_wr_erratic_pos_skew,0.01734730872890608,1734.730872890608,3.404267902368964,8.081144741020958,-0.08656191849766624,0.5449438202247191,0.6469626168224298
0xb294909b2b1da1fe6ccc963dc673bba9f41ccb99,core,1,pos_skew,0.05305428648589437,5305.428648589437,3.190323754921219,3.9977066418114595,-0.005798141075634242,0.6388888888888888,0.6850467289719626
0xb3162a3c788399d9ec236c67a5af083dd78c8022,satellite,1,pos_skew,0.005305428648589437,530.5428648589437,2.3391278115398326,4.953560709123199,-0.15754506321130715,0.5290697674418605,0.6025700934579439
0xb49dd0f80e827d59027dae0da689adea7890c2ca,satellite,1,pos_skew,5.140377315467774e-05,5.140377315467774,2.0776439402242475,3.38577170688096,-0.21895516612792368,0.5393258426966292,0.45373831775700935
